gene,logfoldchange,pvals,pvals_adj,group
Hk2,-5.6409759521484375,6.856446934261237e-53,6.75512013227708e-52,Endo.6
Tnfaip6,-5.333379745483398,6.487764474035446e-53,6.423529182213313e-52,Endo.6
Itgav,-2.0449767112731934,8.116134121509222e-54,8.116134121509222e-53,Endo.6
Metrnl,-3.6751840114593506,4.4467700977012395e-54,4.469115676081648e-53,Endo.6
Birc3,-2.113924026489258,9.958894147325367e-55,1.0059489037702391e-53,Endo.6
Adamtsl3,-5.754139423370361,4.818771114112655e-55,4.8921534153427963e-54,Endo.6
Svep1,-6.596414089202881,1.3668147968658193e-55,1.401861330118789e-54,Endo.6
Gm2a,-2.3543858528137207,1.048625700860537e-55,1.081057423567564e-54,Endo.6
Fstl1,-1.8629388809204102,7.20696264471319e-56,7.468355072241648e-55,Endo.6
Itgbl1,-5.527878284454346,6.595555212719015e-57,6.90634053687855e-56,Endo.6
Fndc1,-5.3421220779418945,4.060402007982564e-57,4.274107376823751e-56,Endo.6
Itih5,-5.719965934753418,1.0388448746623577e-58,1.0993067456744526e-57,Endo.6
Efemp1,-5.0454535484313965,9.61589321162459e-59,1.0229673629387862e-57,Endo.6
Ifrd1,-1.5436666011810303,4.037915185471085e-59,4.3418442854527795e-58,Endo.6
Loxl2,-4.8015570640563965,2.436496141276046e-59,2.63404988246059e-58,Endo.6
Fxyd6,-2.526008367538452,2.455397060981927e-61,2.683494055717953e-60,Endo.6
Fibin,-5.632647514343262,1.4774508429837388e-61,1.6235723549271854e-60,Endo.6
Pcdh7,-29.288007736206055,1.4283026280375876e-61,1.5782349481078315e-60,Endo.6
Atf5,-2.663331985473633,4.4724269061705715e-62,4.969363229078413e-61,Endo.6
Dclk1,-28.94289207458496,1.005449706565554e-62,1.1297187714219708e-61,Endo.6
Dock10,-6.6746296882629395,5.751706015150023e-63,6.53602956267048e-62,Endo.6
Nnmt,-4.435122013092041,2.3424624142391753e-64,2.6924855336082476e-63,Endo.6
Lsamp,-6.579052448272705,5.2650566620907e-65,6.086770707619307e-64,Endo.6
Cryab,-3.0942890644073486,2.8414588535236484e-65,3.304021922701917e-64,Endo.6
Pdpn,-6.501297473907471,4.946195332647634e-66,5.7850237808744255e-65,Endo.6
Meg3,-5.826538562774658,6.95678918036507e-67,8.232886603982331e-66,Endo.6
Phlda1,-2.809497117996216,5.746975641872386e-67,6.841637668895697e-66,Endo.6
Ngf,-5.1186604499816895,3.470333677028695e-67,4.206465063065085e-66,Endo.6
Dennd4a,-2.3220198154449463,1.8978758042125292e-68,2.3576096946739494e-67,Endo.6
Apoe,-2.2782511711120605,1.5993101920929815e-68,1.999137740116227e-67,Endo.6
Sfrp1,-5.703366279602051,3.486045676159418e-69,4.3849631146659345e-68,Endo.6
Tnfaip2,-3.267220973968506,7.859273349605826e-70,9.948447277982059e-69,Endo.6
Snx24,-3.937159299850464,6.126359153594564e-70,7.804279176553585e-69,Endo.6
Ctsb,-1.339754581451416,2.227919515453757e-70,2.874734858650009e-69,Endo.6
Aspn,-4.36020565032959,6.659987503724607e-72,8.649334420421567e-71,Endo.6
Cd55,-4.37558126449585,6.080636378333137e-72,7.948544285402793e-71,Endo.6
Ugp2,-2.049633026123047,2.0312640925806362e-72,2.672715911290311e-71,Endo.6
Ptprj,-2.8593103885650635,1.8135135495435078e-72,2.4020047013821296e-71,Endo.6
Negr1,-6.432940483093262,9.221667544586196e-73,1.2295556726114929e-71,Endo.6
Rbpj,-2.1496665477752686,2.0401790636084293e-73,2.7569987346059857e-72,Endo.6
Ctsh,-4.452868461608887,1.7654658927313605e-73,2.4019944118794025e-72,Endo.6
Eps8,-2.774461269378662,6.2869397350698284e-74,8.612246212424422e-73,Endo.6
Olfr1033,-4.33994197845459,2.4261032018887685e-74,3.3463492439845083e-73,Endo.6
Col5a2,-2.6620171070098877,7.361726123018703e-76,1.0224619615303756e-74,Endo.6
Tgfbi,-4.506392002105713,1.401500441232416e-76,1.9739442834259382e-75,Endo.6
Ifi205,-5.471905708312988,1.5847476598409954e-77,2.2478690210510574e-76,Endo.6
Hsd11b1,-5.033204555511475,6.184070841665598e-79,8.897943657072802e-78,Endo.6
Mgp,-3.044400453567505,6.261873700637492e-83,9.07517927628622e-82,Endo.6
Magi2,-6.925931453704834,4.426815747348691e-84,6.510023157865721e-83,Endo.6
Trf,-5.0399699211120605,1.8125453013858067e-87,2.7672447349401627e-86,Endo.6
Sgcd,-7.7862372398376465,1.6661859829344145e-87,2.5633630506683298e-86,Endo.6
Igfbp6,-5.123227596282959,1.614984305843805e-87,2.5038516369671393e-86,Endo.6
G0s2,-4.363672733306885,6.473107384990704e-88,1.0114230289047975e-86,Endo.6
Gfpt2,-5.149600028991699,3.3707396326222476e-88,5.350380369241663e-87,Endo.6
Tbx20,-5.3001389503479,2.07279509216766e-92,3.343217890593e-91,Endo.6
Sdc4,-4.5230584144592285,4.14186955391823e-93,6.78995008839054e-92,Endo.6
Tcf21,-5.424832820892334,7.77892283190972e-95,1.2857723689106975e-93,Endo.6
Igf1,-5.4455389976501465,3.960860143258115e-95,6.601433572096858e-94,Endo.6
Gem,-5.0061187744140625,6.603716468418658e-96,1.1098683140199425e-94,Endo.6
Vcan,-6.458942413330078,2.8824147035528463e-96,4.8854486500895705e-95,Endo.6
Cp,-3.2691423892974854,2.690438891646242e-97,4.638687744217658e-96,Endo.6
C3,-4.595694065093994,6.048354300955437e-98,1.051887704513989e-96,Endo.6
Adamts5,-3.965930223464966,7.006671359141439e-100,1.2292405893230595e-98,Endo.6
Arhgap24,-5.24553918838501,5.047570770583911e-100,8.93375357625471e-99,Endo.6
Prkg1,-5.581855773925781,2.2964325250175585e-100,4.1007723661027826e-99,Endo.6
Abi3bp,-7.119911193847656,1.2940121231551742e-102,2.374334170926925e-101,Endo.6
Serpine2,-5.3437089920043945,3.63727859409018e-104,6.798651577738654e-103,Endo.6
Ccdc80,-3.259511709213257,2.6593366802321246e-104,5.017616377796462e-103,Endo.6
Gas1,-5.256119251251221,6.619777076682146e-107,1.285393607122747e-105,Endo.6
Pcdh9,-8.49911880493164,5.615229093596046e-108,1.1119265531873358e-106,Endo.6
Mfap5,-4.910994052886963,9.454672491966321e-111,1.9494170086528497e-109,Endo.6
Ftl1,-1.1414871215820312,3.0990589024806544e-123,6.886797561068121e-122,Endo.6
Cebpb,-2.972242832183838,1.680939474975655e-125,3.820316988581034e-124,Endo.6
Anxa1,-3.3278920650482178,3.703510662436706e-126,8.71414273514519e-125,Endo.6
Col1a1,-5.918157577514648,6.520832590690797e-129,1.5525791882597136e-127,Endo.6
Nupr1,-5.0538787841796875,1.2509666053297953e-129,3.0511380617799886e-128,Endo.6
Col1a2,-5.515157699584961,2.0252598339388525e-133,5.2604151530879286e-132,Endo.6
Col3a1,-5.109190464019775,8.127314447366215e-134,2.1387669598332144e-132,Endo.6
Mt1,-3.5300586223602295,6.007443415949809e-148,1.8484441279845565e-146,Endo.6
Ifi27l2a,-3.8677611351013184,1.0363829981303593e-152,3.4546099937678645e-151,Endo.6
Gsn,-4.436617851257324,1.4200630720790596e-160,5.071653828853784e-159,Endo.6
Pid1,-5.824825763702393,1.9348992741087925e-161,7.035997360395609e-160,Endo.6
Fth1,-1.343475580215454,1.2264337373352276e-170,5.1101405722301147e-169,Endo.6
Pecam1,3.3957793712615967,1.8119623225680553e-45,3.6239246451361104e-42,Endo.7
Hmcn1,4.827460765838623,2.0853376933545953e-42,2.0853376933545952e-39,Endo.7
Cgnl1,4.057326316833496,3.6371500066679165e-42,2.4247666711119443e-39,Endo.7
Limch1,2.6481311321258545,2.0578002023502794e-41,1.0289001011751396e-38,Endo.7
Pkhd1l1,9.565044403076172,1.2095422380354677e-37,4.838168952141871e-35,Endo.7
Plxna4,2.878916025161743,4.40879576509168e-37,1.4695985883638934e-34,Endo.7
Nr2f2,2.9795773029327393,7.506447185733872e-37,1.93691591249855e-34,Endo.7
Ctla2a,3.430609941482544,8.310199770929271e-37,1.93691591249855e-34,Endo.7
Sorbs2,4.48624324798584,8.716121606243475e-37,1.93691591249855e-34,Endo.7
Prkg1,2.471503973007202,1.4536568472564643e-35,2.9073136945129285e-33,Endo.7
Ecscr,2.9825894832611084,9.027341903570308e-35,1.641334891558238e-32,Endo.7
Mmrn2,3.0093960762023926,3.2272147791957174e-34,5.378691298659529e-32,Endo.7
Gpm6a,10.818923950195312,4.673705796956497e-33,7.190316610702303e-31,Endo.7
Emcn,2.9024970531463623,5.5619069366739524e-33,7.945581338105647e-31,Endo.7
Thsd4,5.315438747406006,6.078187218523069e-33,8.104249624697426e-31,Endo.7
Actn1,3.0614185333251953,3.366748088022591e-31,3.74083120891399e-29,Endo.7
Cpe,4.541657447814941,1.858089042911249e-29,1.9558832030644727e-27,Endo.7
Gm42418,1.413032054901123,5.973981569120894e-29,5.973981569120894e-27,Endo.7
Tie1,2.5098140239715576,3.7229372557876244e-28,3.545654529321547e-26,Endo.7
Cemip2,2.9706342220306396,4.446367996451022e-28,4.042152724046384e-26,Endo.7
Pgm5,5.539248943328857,1.5899418890450915e-27,1.3825581643870362e-25,Endo.7
Ptprb,2.519090414047241,2.338547280581885e-27,1.9487894004849041e-25,Endo.7
Igfbp5,4.936100482940674,2.7662982274616092e-27,2.2130385819692874e-25,Endo.7
Cavin2,2.547210693359375,9.735989668608086e-27,7.48922282200622e-25,Endo.7
Wipf3,5.399477958679199,3.669461105453004e-26,2.6210436467521453e-24,Endo.7
Egfl7,2.3901994228363037,4.356277634801837e-26,3.0043294033116114e-24,Endo.7
Clu,4.951971530914307,7.223989061656989e-26,4.815992707771326e-24,Endo.7
Icam2,2.2676730155944824,7.478904190489433e-26,4.825099477735118e-24,Endo.7
Pdlim3,3.3639421463012695,6.0088900506581675e-25,3.53464120626951e-23,Endo.7
Podxl,2.2006123065948486,1.2117704157412245e-24,6.732057865229025e-23,Endo.7
Cdh11,5.14169979095459,1.339631355206285e-24,7.241250568682622e-23,Endo.7
Shank3,2.1442692279815674,5.629160791187972e-23,2.886749123686139e-21,Endo.7
Rapgef5,1.992350459098816,1.0271911859771592e-22,5.135955929885796e-21,Endo.7
Fry,1.9189735651016235,2.0277935898079026e-22,9.656159951466202e-21,Endo.7
Adgrf5,2.127825975418091,2.3239065284134035e-22,1.0808867574015832e-20,Endo.7
Timp3,1.6107542514801025,3.3534725342197135e-22,1.4904322374309837e-20,Endo.7
Plvap,4.801648139953613,1.100553889294686e-21,4.785016909976896e-20,Endo.7
Cytl1,5.098357677459717,1.5705496503111768e-21,6.683190001324156e-20,Endo.7
Tmem108,8.444915771484375,2.973834261814311e-21,1.2390976090892962e-19,Endo.7
Tmtc2,2.401902914047241,1.1201760013757519e-20,4.392847064218635e-19,Endo.7
Magi1,1.8572559356689453,1.597237282959041e-20,6.027310501732231e-19,Endo.7
Cdh13,2.5944931507110596,1.7294862749759215e-20,6.405504722133042e-19,Endo.7
Hand2os1,3.4171085357666016,1.1596476815278304e-19,4.068939233430984e-18,Endo.7
Chrm3,3.696868419647217,1.6693671251148402e-19,5.7564383624649655e-18,Endo.7
Efnb2,2.5319457054138184,1.9169985273908257e-19,6.498300092850257e-18,Endo.7
Cdh5,1.7059848308563232,2.196359426296582e-19,7.321198087655275e-18,Endo.7
Vwf,6.164061069488525,8.187447266426233e-19,2.5192145435157638e-17,Endo.7
S1pr1,1.6889739036560059,1.821908633247797e-18,5.520935252266051e-17,Endo.7
Prox1,6.50783634185791,2.4393746475164477e-18,7.174631316224845e-17,Endo.7
Stab1,2.541983127593994,3.628815911034599e-18,1.0368045460098854e-16,Endo.7
2610307P16Rik,2.395247220993042,6.336647958069799e-18,1.712607556235081e-16,Endo.7
Cd200,1.6868699789047241,8.074815513626147e-18,2.1249514509542494e-16,Endo.7
Sema3a,7.610352993011475,8.2227547431555e-18,2.1357804527676625e-16,Endo.7
Slco2a1,5.325250148773193,9.192777337893452e-18,2.3571223943316546e-16,Endo.7
Flt4,3.938138008117676,9.405211348180112e-18,2.3810661640962305e-16,Endo.7
Ldb2,2.4008054733276367,2.3939123515920362e-17,5.699791313314372e-16,Endo.7
Galnt18,2.385399341583252,2.5050828424119456e-17,5.894312570381047e-16,Endo.7
Aqp1,2.1968963146209717,3.209241415614383e-17,7.377566472676742e-16,Endo.7
Ncam1,4.928826808929443,7.961196361090213e-17,1.809362809338685e-15,Endo.7
Npr3,6.253422260284424,9.500365538284857e-17,2.1349136041089567e-15,Endo.7
Wdr17,7.195955753326416,4.597427765186761e-16,1.010423684656431e-14,Endo.7
Fam189a2,2.322457790374756,5.893353138108905e-15,1.240705923812401e-13,Endo.7
Prkch,1.469407320022583,6.0580985570717024e-15,1.2621038660566046e-13,Endo.7
Pcp4l1,2.6830835342407227,1.0409569998029321e-14,2.124402040414147e-13,Endo.7
Gas6,1.178518533706665,1.8237494376096173e-14,3.684342298201247e-13,Endo.7
Cav1,1.5352553129196167,2.4327119347012254e-14,4.86542386940245e-13,Endo.7
Col23a1,5.3522114753723145,3.834374919390579e-14,7.592821622555602e-13,Endo.7
Clic5,1.5350069999694824,1.4905249935627886e-13,2.8942232884714344e-12,Endo.7
St6galnac3,1.8323756456375122,1.5342315018174143e-13,2.95044519580272e-12,Endo.7
Reln,9.599203109741211,2.1133249629846877e-13,4.025380881875596e-12,Endo.7
Mctp1,2.0267491340637207,2.1490459800918736e-13,4.054803736022403e-12,Endo.7
Etl4,1.4766395092010498,2.1899301759240825e-13,4.093327431633799e-12,Endo.7
Rassf9,1.827085256576538,2.748118237344697e-13,5.0891078469346244e-12,Endo.7
Tanc2,1.4664242267608643,3.0898679645568617e-13,5.6694825037740584e-12,Endo.7
Ctsh,1.672969937324524,3.68017411823557e-13,6.571739496849232e-12,Endo.7
Mical2,1.702280044555664,5.504710356332543e-13,9.40976129287614e-12,Endo.7
Gimap6,1.3308699131011963,8.253824766985392e-13,1.375637461164232e-11,Endo.7
Slc9a3r2,1.1968754529953003,8.631084953720549e-13,1.4266256121852147e-11,Endo.7
Ccdc141,4.455718994140625,8.928473962428218e-13,1.4636842561357735e-11,Endo.7
Bmx,5.373287200927734,1.370101893146363e-12,2.174764909756132e-11,Endo.7
Tinagl1,1.5002280473709106,1.7226243103682748e-12,2.6916004849504294e-11,Endo.7
Cav2,1.2268822193145752,8.101700740670165e-12,1.2092090657716662e-10,Endo.7
Lyve1,3.543602705001831,1.5936136453992403e-11,2.3435494785282943e-10,Endo.7
Mal,6.485335350036621,2.7520751379650533e-11,3.95982034239576e-10,Endo.7
Nrp2,1.5996136665344238,2.94006141300623e-11,4.200087732866043e-10,Endo.7
D5Ertd615e,4.862716197967529,4.159510490522148e-11,5.858465479608659e-10,Endo.7
Prkcq,4.419601917266846,5.481719738455329e-11,7.666740892944517e-10,Endo.7
Lrg1,5.136230945587158,6.25513949284951e-11,8.687693740068764e-10,Endo.7
Gngt2,1.332217812538147,7.080657098717386e-11,9.63354707308488e-10,Endo.7
Sema3d,3.9464468955993652,7.299008008893244e-11,9.863524336342222e-10,Endo.7
Nts,5.383725166320801,7.434359435765809e-11,9.979005954048066e-10,Endo.7
Foxc1,1.9104282855987549,8.439466836108721e-11,1.1178101769680425e-09,Endo.7
Pkp4,1.1629198789596558,9.22327356002834e-11,1.2135886263195184e-09,Endo.7
Cd93,1.5625379085540771,1.1362415800119745e-10,1.485283111126764e-09,Endo.7
Sox18,1.355597972869873,3.717658976643457e-10,4.676300599551518e-09,Endo.7
Mtss1,1.1888238191604614,4.2861053747093396e-10,5.357631718386674e-09,Endo.7
Itga6,1.0044219493865967,5.635142122905288e-10,6.914284813380721e-09,Endo.7
Lmo7,1.6849777698516846,9.767478034518808e-10,1.1768045824721455e-08,Endo.7
Ednrb,2.1796228885650635,1.0750407543563255e-09,1.2874739573129646e-08,Endo.7
Pde7b,1.6730284690856934,1.1393111191210223e-09,1.3563227608583597e-08,Endo.7
Fabp5,1.6234416961669922,5.551429613130984e-09,5.969279153904285e-08,Endo.7
Frmd4b,1.1176438331604004,6.657784906552163e-09,6.971502519949909e-08,Endo.7
Palmd,1.6261541843414307,1.0392196127330505e-08,1.0713604254979902e-07,Endo.7
Adgrl2,1.2283371686935425,1.4231377117698192e-08,1.452181338540632e-07,Endo.7
Samd12,1.835687279701233,1.651071872473966e-08,1.6762150989583412e-07,Endo.7
Flt1,1.4353843927383423,1.8947695866605494e-08,1.9139086733944942e-07,Endo.7
Stmn2,2.1677873134613037,1.9525865183229273e-08,1.9623985108773136e-07,Endo.7
Adgrg3,4.95595645904541,4.0128371359320227e-08,3.914963059445876e-07,Endo.7
Lbp,1.585939645767212,4.758873961487348e-08,4.620265982026552e-07,Endo.7
Ank3,4.708789825439453,5.697828573745229e-08,5.478681320908875e-07,Endo.7
Eln,1.0209954977035522,6.542886215620093e-08,6.23132020535247e-07,Endo.7
Mmrn1,10.238884925842285,9.871590294947001e-08,9.312821032968869e-07,Endo.7
Apold1,1.5759867429733276,1.1732037147957576e-07,1.1015997322025894e-06,Endo.7
Gimap4,1.338047742843628,1.2117090612224056e-07,1.132438374974211e-06,Endo.7
Dtx1,6.557648181915283,1.3701951155321063e-07,1.2686991810482465e-06,Endo.7
Entpd1,1.6296900510787964,1.8595069563698903e-07,1.7059696847430186e-06,Endo.7
Rgs7bp,3.821150302886963,1.9400144299084353e-07,1.7556691673379505e-06,Endo.7
Ntn4,1.1792737245559692,2.1330035404399166e-07,1.913007659587369e-06,Endo.7
Car8,1.528832197189331,2.44260555457657e-07,2.1615978359084687e-06,Endo.7
Mpp7,1.2482051849365234,3.989321077875648e-07,3.453957643182379e-06,Endo.7
Ccser1,3.81820011138916,4.7015083640552065e-07,4.05302445177173e-06,Endo.7
Kcnc2,6.040430545806885,4.795613028057507e-07,4.116406032667388e-06,Endo.7
March3,1.1257909536361694,6.040915484754667e-07,5.119419902334464e-06,Endo.7
Serpina3n,-1.984838843345642,7.155919106257184e-07,6.038750300638975e-06,Endo.7
Dnm3os,-3.8259637355804443,5.951341761266288e-07,5.06497171171599e-06,Endo.7
Tnfsf9,-4.406492233276367,5.168786206104515e-07,4.417765988123517e-06,Endo.7
Mafb,-1.669439435005188,3.949509940451207e-07,3.434356469957571e-06,Endo.7
Srpx,-6.804611682891846,3.9234086945913236e-07,3.4265578118701513e-06,Endo.7
Ces1d,-4.734856128692627,3.9085041098680835e-07,3.4265578118701513e-06,Endo.7
Kcnk2,-3.0966007709503174,2.1228534310742612e-07,1.9124805685353703e-06,Endo.7
C7,-6.7676897048950195,1.8937985980259046e-07,1.7216350891144588e-06,Endo.7
Lvrn,-6.017586708068848,1.8911134216501692e-07,1.7216350891144588e-06,Endo.7
Spon2,-3.577396869659424,1.4317544955993324e-07,1.3195893968657442e-06,Endo.7
Dnajb1,-1.4233876466751099,1.2895231048604793e-07,1.1995563766143994e-06,Endo.7
Rgcc,-3.514890670776367,7.356180988121757e-08,6.972683401063277e-07,Endo.7
Rel,-1.773856520652771,6.280708268693487e-08,6.010247147075108e-07,Endo.7
Blnk,-3.6947615146636963,4.886952060212881e-08,4.7216928117998853e-07,Endo.7
Il1r1,-1.3609424829483032,3.296934018575685e-08,3.232288253505574e-07,Endo.7
Mt2,-2.0303690433502197,3.230138609450942e-08,3.182402570887627e-07,Endo.7
Cacna1c,-5.431408882141113,3.1076520234637484e-08,3.0768831915482657e-07,Endo.7
Bnc2,-2.900902509689331,2.8592293331315908e-08,2.845004311573722e-07,Endo.7
Basp1,-4.403606414794922,1.9685078445559397e-08,1.9685078445559396e-07,Endo.7
Plin2,-1.366763710975647,1.4229554669515638e-08,1.452181338540632e-07,Endo.7
Adamtsl3,-2.2940785884857178,8.116979734273996e-09,8.411377962978234e-08,Endo.7
Hmcn2,-4.0640788078308105,6.31915751750055e-09,6.651744755263737e-08,Endo.7
Adgrd1,-4.522995948791504,6.277691410740529e-09,6.643059693905321e-08,Endo.7
Ugp2,-1.1867828369140625,6.053819526813921e-09,6.440233539163746e-08,Endo.7
Rab7b,-4.556065082550049,5.930205856826388e-09,6.34246615703357e-08,Endo.7
Uap1,-1.3953735828399658,5.144302476762019e-09,5.561408082985967e-08,Endo.7
Hspb1,-1.2272086143493652,4.464972646152193e-09,4.853231137121949e-08,Endo.7
Penk,-5.130780220031738,4.421193464649239e-09,4.831905425846163e-08,Endo.7
Ly6c1,-2.390450954437256,3.950217320355087e-09,4.34089815423636e-08,Endo.7
Rgs17,-4.889151096343994,3.4028433943822972e-09,3.7600479495936986e-08,Endo.7
Nupr1,-1.3300286531448364,3.169626527511788e-09,3.521807252790876e-08,Endo.7
Syk,-3.9234235286712646,2.811966645450451e-09,3.141862173687655e-08,Endo.7
Rbpj,-1.2985395193099976,2.6953359043820686e-09,3.028467308294459e-08,Endo.7
Col14a1,-2.6770381927490234,2.671954834818663e-09,3.019158005444817e-08,Endo.7
Atf3,-1.3921823501586914,2.573906285208629e-09,2.924893505918897e-08,Endo.7
Fap,-4.44329833984375,2.171402036366874e-09,2.4816023272764275e-08,Endo.7
Ifi30,-3.2874844074249268,1.699641740738487e-09,1.9536111962511347e-08,Endo.7
Sfrp1,-1.8501157760620117,1.5710455150946756e-09,1.8162375897048275e-08,Endo.7
Ccdc80,-1.3943977355957031,1.4095611274275807e-09,1.6390245667762568e-08,Endo.7
Robo1,-4.212240695953369,1.3782581687945932e-09,1.6119978582392903e-08,Endo.7
Slit3,-1.9926918745040894,1.3567179604084962e-09,1.596138776951172e-08,Endo.7
Irf1,-1.2004774808883667,1.2377089572615952e-09,1.4647443281202308e-08,Endo.7
Meg3,-2.2700493335723877,9.128197889245344e-10,1.1064482289994356e-08,Endo.7
Metrnl,-2.3971970081329346,8.700043161685103e-10,1.060980873376232e-08,Endo.7
Efemp1,-2.358360528945923,5.630038239949332e-10,6.914284813380721e-09,Endo.7
Fbn1,-1.3864085674285889,5.341792827778955e-10,6.635767487924168e-09,Endo.7
Hmox1,-2.6452412605285645,2.9051007782938575e-10,3.677342757333997e-09,Endo.7
Vcan,-1.7941924333572388,1.9825251571877965e-10,2.5255097543793587e-09,Endo.7
Fibin,-2.6579222679138184,1.8878537759269206e-10,2.4203253537524625e-09,Endo.7
Tbx20,-1.6570816040039062,1.7083259682391557e-10,2.204291571921491e-09,Endo.7
Dlg2,-3.4139275550842285,1.238530892744198e-10,1.6084816788885687e-09,Endo.7
Sox9,-4.3922882080078125,8.129219358207789e-11,1.0838959144277052e-09,Endo.7
Igfbp6,-1.8769937753677368,6.662949219532222e-11,9.190274785561687e-10,Endo.7
Nnmt,-2.3493523597717285,3.4770494048645336e-11,4.931984971439056e-10,Endo.7
Bmper,-4.958150863647461,2.2975803363466252e-11,3.3298265744153986e-10,Endo.7
Rnd3,-1.60605788230896,2.1906261201050806e-11,3.1979943359198256e-10,Endo.7
Mfap5,-1.9484130144119263,6.827944379055489e-12,1.0267585532414268e-10,Endo.7
Rgs10,-2.3705968856811523,6.78559749518918e-12,1.0267585532414268e-10,Endo.7
Ier3,-1.7216435670852661,5.996038753852499e-12,9.154257639469463e-11,Endo.7
Tnfaip6,-4.012359619140625,5.343957276655096e-12,8.221472733315532e-11,Endo.7
Atf5,-2.0772976875305176,2.8396326370660674e-12,4.402531220257469e-11,Endo.7
Svep1,-4.153961181640625,1.4166727631997458e-12,2.2309807294484185e-11,Endo.7
Hk2,-4.341042518615723,1.2976344945229883e-12,2.0762151912367813e-11,Endo.7
Adamts5,-2.056605339050293,1.0897244309208456e-12,1.7576200498723317e-11,Endo.7
Ndufa4l2,-4.626721382141113,1.0621085040691352e-12,1.7270056976733907e-11,Endo.7
Negr1,-2.6377267837524414,7.560833741239623e-13,1.2707283598722056e-11,Endo.7
Olfr1033,-2.4983808994293213,6.587732954767396e-13,1.1165649075876944e-11,Endo.7
Nr4a1,-2.0032567977905273,5.328552391543789e-13,9.187159295765153e-12,Endo.7
Gem,-2.448169231414795,4.4912050851253835e-13,7.81079145239197e-12,Endo.7
Gadd45g,-2.0145275592803955,4.0596240628551156e-13,7.1221474786931846e-12,Endo.7
Phlda1,-1.995180606842041,3.9940325403879255e-13,7.069084142279514e-12,Endo.7
Dclk1,-3.5042648315429688,3.6657140064487465e-13,6.571739496849232e-12,Endo.7
Dock10,-3.6004858016967773,3.271270587473325e-13,5.9477647044969545e-12,Endo.7
Ngf,-3.2125003337860107,6.599506224663874e-14,1.2940208283654656e-12,Endo.7
Igf1,-2.3564295768737793,6.589450527296896e-15,1.358649593257092e-13,Endo.7
Pid1,-1.7796775102615356,5.837223015638311e-15,1.240705923812401e-13,Endo.7
Fosb,-2.1389007568359375,3.4578773644975435e-15,7.436295407521599e-14,Endo.7
Birc3,-2.3579905033111572,2.3904081029640838e-15,5.196539354269747e-14,Endo.7
Pcdh9,-2.7185215950012207,1.3276638325676462e-16,2.950364072372547e-15,Endo.7
Cebpd,-1.8160512447357178,3.022822777899835e-17,7.029820413720548e-16,Endo.7
Cxcl12,-3.115424633026123,1.7035112535496002e-17,4.1048463940954217e-16,Endo.7
Gda,-3.033212661743164,1.6501864716588735e-17,4.0248450528265203e-16,Endo.7
Cyba,-1.305094838142395,1.3553938743307889e-17,3.346651541557503e-16,Endo.7
Hsd11b1,-3.7574846744537354,1.279723773239694e-17,3.1993094330992347e-16,Endo.7
Gadd45b,-2.3306219577789307,6.572001340019122e-18,1.7525336906717659e-16,Endo.7
Ifrd1,-1.6430528163909912,4.665395896650191e-18,1.278190656616491e-16,Endo.7
AW112010,-3.2755990028381348,4.340979543763768e-18,1.2058276510454912e-16,Endo.7
Cxcl1,-3.737447500228882,3.877767953644776e-18,1.0923290010266975e-16,Endo.7
C3,-3.1701552867889404,2.7591929144827057e-18,7.997660621689002e-17,Endo.7
Sparc,-1.5862038135528564,2.094747510019939e-18,6.252977641850564e-17,Endo.7
Cebpb,-2.005410671234131,7.265174933638158e-19,2.2703671667619243e-17,Endo.7
Ly6a,-2.2241415977478027,5.951843577767622e-19,1.889474151672261e-17,Endo.7
Col3a1,-2.610701560974121,4.834390960607074e-19,1.5594809550345402e-17,Endo.7
Ifi205,-4.98873233795166,4.2446453196794467e-19,1.391686990058835e-17,Endo.7
Errfi1,-2.51361346244812,5.915721599140942e-20,2.1127577139789076e-18,Endo.7
Col1a2,-2.7672765254974365,2.5950954469224585e-20,9.436710716081666e-19,Endo.7
Aspn,-5.970690727233887,1.2574665720720232e-20,4.836409892584705e-19,Endo.7
Col8a1,-4.3965959548950195,9.812267470298764e-21,3.9249069881195054e-19,Endo.7
Gfpt2,-4.504475116729736,6.42956496971453e-21,2.6243122325365426e-19,Endo.7
Arhgap24,-3.972045421600342,2.9232689006323943e-22,1.328758591196543e-20,Endo.7
Fbln2,-2.551258087158203,1.109331207891785e-22,5.411371745813585e-21,Endo.7
Col1a1,-3.283695936203003,1.8219543515050476e-23,9.589233428973935e-22,Endo.7
Gsn,-3.1902506351470947,8.669161734164949e-25,4.953806705237113e-23,Endo.7
Tcf21,-7.208888530731201,3.832724950395321e-25,2.3228636063001944e-23,Endo.7
Gas1,-4.455231666564941,2.4633227145146256e-25,1.539576696571641e-23,Endo.7
Mt1,-2.608515739440918,3.637378732786257e-26,2.6210436467521453e-24,Endo.7
Mndal,-3.3913865089416504,7.225265316028814e-32,8.500312136504487e-30,Endo.7
Ftl1,-1.329634666442871,1.741887925035838e-32,2.1773599062947977e-30,Endo.7
Cebpd,2.595041275024414,0.0,0.0,Fib.1
Hsd11b1,2.599752426147461,0.0,0.0,Fib.1
Cxcl1,3.151383876800537,0.0,0.0,Fib.1
Rhoj,1.8453611135482788,0.0,0.0,Fib.1
Gem,2.2425787448883057,0.0,0.0,Fib.1
Nnmt,2.186361789703369,0.0,0.0,Fib.1
G0s2,2.1201014518737793,0.0,0.0,Fib.1
Fosb,2.148440361022949,0.0,0.0,Fib.1
